Index       TIME          V(VCO_OUT_P)      V(VCO_OUT_N)         I(VDD)      
6014     1.53731853e-09    1.48305557e+00    1.00749324e+00   -6.45371444e-03
6015     1.53801301e-09    1.41816086e+00    1.04353600e+00   -6.02038920e-03
6016     1.53870748e-09    1.35007743e+00    1.07700740e+00   -5.76769663e-03
6017     1.54009644e-09    1.21558961e+00    1.13956910e+00   -5.86877428e-03
6018     1.54065199e-09    1.16566319e+00    1.16548557e+00   -6.18229938e-03
6019     1.54094685e-09    1.13908468e+00    1.18064787e+00   -6.37629601e-03
6020     1.54124171e-09    1.11110928e+00    1.19787429e+00   -6.58328213e-03
6021     1.54126805e-09    1.10841088e+00    1.19968498e+00   -6.60312846e-03
6022     1.54132074e-09    1.10267000e+00    1.20369634e+00   -6.64319459e-03
6023     1.54137343e-09    1.09600974e+00    1.20867966e+00   -6.68399633e-03
6024     1.54142612e-09    1.08832472e+00    1.21461923e+00   -6.72553713e-03
6025     1.54147355e-09    1.08077726e+00    1.22049235e+00   -6.76358848e-03
6026     1.54152097e-09    1.07285974e+00    1.22669681e+00   -6.80229819e-03
6027     1.54161581e-09    1.05636138e+00    1.23983117e+00   -6.88169106e-03
6028     1.54171065e-09    1.03919092e+00    1.25384081e+00   -6.96362014e-03
6029     1.54180550e-09    1.02139480e+00    1.26875323e+00   -7.04789874e-03
6030     1.54199518e-09    9.83644633e-01    1.30159283e+00   -7.22251526e-03
6031     1.54218487e-09    9.42793702e-01    1.33867380e+00   -7.40388007e-03
6032     1.54237456e-09    8.98851364e-01    1.37997431e+00   -7.59022943e-03
6033     1.54256425e-09    8.52819862e-01    1.42442215e+00   -7.77986372e-03
6034     1.54275393e-09    8.07754156e-01    1.46883167e+00   -7.97123928e-03
6035     1.54291744e-09    7.71785000e-01    1.50479697e+00   -8.13664681e-03
6036     1.54308095e-09    7.39065020e-01    1.53803819e+00   -8.30170763e-03
6037     1.54324446e-09    7.09839658e-01    1.56842858e+00   -8.46563845e-03
6038     1.54340797e-09    6.84212606e-01    1.59586564e+00   -8.62757563e-03
6039     1.54373499e-09    6.44333587e-01    1.64130785e+00   -8.94156811e-03
6040     1.54406201e-09    6.19673935e-01    1.67396365e+00   -9.23738779e-03
6041     1.54438903e-09    6.08861760e-01    1.69492645e+00   -9.50888638e-03
6042     1.54471605e-09    6.09459905e-01    1.70645557e+00   -9.75052720e-03
6043     1.54504307e-09    6.18992704e-01    1.71097708e+00   -9.95707836e-03
6044     1.54537009e-09    6.35217927e-01    1.71054105e+00   -1.01236320e-02
6045     1.54569711e-09    6.56232227e-01    1.70669994e+00   -1.02460080e-02
6046     1.54635114e-09    7.06517669e-01    1.69300748e+00   -1.03466406e-02
6047     1.54765922e-09    8.17147489e-01    1.65221232e+00   -9.97735042e-03
6048     1.54896730e-09    9.22941145e-01    1.59475267e+00   -8.97456140e-03
6049     1.55014457e-09    1.00800119e+00    1.52157567e+00   -7.78151159e-03
6050     1.55120411e-09    1.07520149e+00    1.43617126e+00   -6.73521525e-03
6051     1.55226365e-09    1.13128018e+00    1.33848308e+00   -5.94865265e-03
6052     1.55332319e-09    1.17763863e+00    1.23581246e+00   -5.58730373e-03
6053     1.55349415e-09    1.18445352e+00    1.21913910e+00   -5.58226952e-03
6054     1.55383606e-09    1.19829212e+00    1.18563565e+00   -5.59975672e-03
6055     1.55411149e-09    1.21079236e+00    1.15777671e+00   -5.67071821e-03
6056     1.55427624e-09    1.21932013e+00    1.14024873e+00   -5.72531457e-03
6057     1.55437686e-09    1.22548866e+00    1.12864590e+00   -5.76314217e-03
6058     1.55441257e-09    1.22803716e+00    1.12419349e+00   -5.77712691e-03
6059     1.55444472e-09    1.23073935e+00    1.11978565e+00   -5.79016258e-03
6060     1.55447365e-09    1.23346518e+00    1.11550650e+00   -5.80226302e-03
6061     1.55450258e-09    1.23632863e+00    1.11107657e+00   -5.81454920e-03
6062     1.55456044e-09    1.24270474e+00    1.10146832e+00   -5.84025946e-03
6063     1.55461830e-09    1.24967512e+00    1.09115375e+00   -5.86752918e-03
6064     1.55467616e-09    1.25702815e+00    1.08042195e+00   -5.89639313e-03
6065     1.55479188e-09    1.27266612e+00    1.05815568e+00   -5.95886702e-03
6066     1.55490760e-09    1.28957531e+00    1.03490769e+00   -6.02749074e-03
6067     1.55502332e-09    1.30788773e+00    1.01059750e+00   -6.10196524e-03
6068     1.55513904e-09    1.32772484e+00    9.85108909e-01   -6.18196457e-03
6069     1.55525476e-09    1.34914926e+00    9.58386525e-01   -6.26715682e-03
6070     1.55537048e-09    1.37215748e+00    9.30439264e-01   -6.35720412e-03
6071     1.55548620e-09    1.39667723e+00    9.01333299e-01   -6.45176891e-03
6072     1.55571764e-09    1.44783558e+00    8.41991754e-01   -6.65301062e-03
6073     1.55590358e-09    1.48799443e+00    7.96085865e-01   -6.82529784e-03
6074     1.55608951e-09    1.52487100e+00    7.54074509e-01   -7.00587724e-03
6075     1.55627544e-09    1.55808335e+00    7.16465030e-01   -7.19372017e-03
6076     1.55646138e-09    1.58751879e+00    6.83504609e-01   -7.38759992e-03
6077     1.55664731e-09    1.61301008e+00    6.55391435e-01   -7.58616371e-03
6078     1.55683324e-09    1.63437339e+00    6.32331912e-01   -7.78801798e-03
6079     1.55701918e-09    1.65156982e+00    6.14357385e-01   -7.99175773e-03
6080     1.55720511e-09    1.66480260e+00    6.01253357e-01   -8.19599229e-03
6081     1.55739104e-09    1.67444056e+00    5.92623302e-01   -8.39936069e-03
6082     1.55757697e-09    1.68094213e+00    5.88002251e-01   -8.60052806e-03
6083     1.55794884e-09    1.68664186e+00    5.88769437e-01   -8.99014094e-03
6084     1.55832071e-09    1.68512787e+00    6.00392053e-01   -9.35449199e-03
6085     1.55869257e-09    1.67914708e+00    6.19913348e-01   -9.68280074e-03
6086     1.55906444e-09    1.67061228e+00    6.44978172e-01   -9.96528072e-03
6087     1.55980817e-09    1.65047016e+00    7.04671707e-01   -1.03592997e-02
6088     1.56055191e-09    1.62875572e+00    7.70965807e-01   -1.04968799e-02
6089     1.56129564e-09    1.60573342e+00    8.38593652e-01   -1.03626160e-02
6090     1.56203937e-09    1.57901743e+00    9.05049002e-01   -9.97126165e-03
6091     1.56278311e-09    1.54522287e+00    9.69410134e-01   -9.36560878e-03
6092     1.56352684e-09    1.50216503e+00    1.03062954e+00   -8.61142836e-03
6093     1.56427057e-09    1.45006468e+00    1.08667728e+00   -7.78985794e-03
6094     1.56501430e-09    1.39050149e+00    1.13564180e+00   -6.98856120e-03
6095     1.56575804e-09    1.32530995e+00    1.17682244e+00   -6.29275740e-03
6096     1.56650177e-09    1.25606249e+00    1.21117868e+00   -5.77649229e-03
6097     1.56724550e-09    1.18166643e+00    1.24345951e+00   -5.49494941e-03
6098     1.56744504e-09    1.15856558e+00    1.25438725e+00   -5.47376404e-03
6099     1.56749734e-09    1.15192240e+00    1.25784629e+00   -5.46957681e-03
6100     1.56752705e-09    1.14780064e+00    1.26016485e+00   -5.46763711e-03
6101     1.56755376e-09    1.14381262e+00    1.26251322e+00   -5.46625214e-03
6102     1.56758047e-09    1.13968615e+00    1.26498643e+00   -5.46504814e-03
6103     1.56763389e-09    1.13072727e+00    1.27052851e+00   -5.46375020e-03
6104     1.56768731e-09    1.12107388e+00    1.27662131e+00   -5.46397987e-03
6105     1.56774073e-09    1.11099127e+00    1.28306086e+00   -5.46578670e-03
6106     1.56784757e-09    1.09002973e+00    1.29671309e+00   -5.47419617e-03
6107     1.56795441e-09    1.06816306e+00    1.31137141e+00   -5.48896260e-03
6108     1.56806126e-09    1.04536417e+00    1.32713060e+00   -5.50996794e-03
6109     1.56827494e-09    9.96588888e-01    1.36237732e+00   -5.56999141e-03
6110     1.56848863e-09    9.43475390e-01    1.40273860e+00   -5.65303042e-03
6111     1.56870231e-09    8.86847188e-01    1.44739344e+00   -5.75772301e-03
6112     1.56873926e-09    8.76874600e-01    1.45539064e+00   -5.77823776e-03
6113     1.56877621e-09    8.66946199e-01    1.46335513e+00   -5.79904990e-03
6114     1.56885011e-09    8.47397089e-01    1.47902259e+00   -5.84244464e-03
6115     1.56899791e-09    8.09849295e-01    1.50894417e+00   -5.93620486e-03
6116     1.56914571e-09    7.74720013e-01    1.53668815e+00   -6.03905812e-03
6117     1.56929351e-09    7.42288009e-01    1.56207229e+00   -6.15065409e-03
6118     1.56958911e-09    6.86062293e-01    1.60548558e+00   -6.39790628e-03
6119     1.56988471e-09    6.42039815e-01    1.63863704e+00   -6.67385037e-03
6120     1.57018031e-09    6.10634997e-01    1.66127038e+00   -6.97359086e-03
6121     1.57047591e-09    5.91031433e-01    1.67426171e+00   -7.29196834e-03
6122     1.57077151e-09    5.81572552e-01    1.67936878e+00   -7.62362850e-03
6123     1.57106711e-09    5.80495186e-01    1.67854994e+00   -7.96285798e-03
6124     1.57136271e-09    5.86181597e-01    1.67357646e+00   -8.30352095e-03
6125     1.57165831e-09    5.97206001e-01    1.66587973e+00   -8.63928883e-03
6126     1.57224951e-09    6.30450112e-01    1.64662432e+00   -9.26886787e-03
6127     1.57343191e-09    7.22318403e-01    1.60599584e+00   -1.02119351e-02
6128     1.57461431e-09    8.29880672e-01    1.56832458e+00   -1.05680143e-02
6129     1.57579671e-09    9.41507317e-01    1.52650602e+00   -1.02471257e-02
6130     1.57697911e-09    1.05044660e+00    1.46918879e+00   -9.33779852e-03
6131     1.57816151e-09    1.14668444e+00    1.39342510e+00   -8.07910028e-03
6132     1.57934391e-09    1.22249078e+00    1.30189244e+00   -6.79739454e-03
6133     1.58052631e-09    1.28664886e+00    1.18970889e+00   -5.82462370e-03
6134     1.58058514e-09    1.29021594e+00    1.18301569e+00   -5.78930693e-03
6135     1.58064398e-09    1.29444032e+00    1.17568004e+00   -5.75474037e-03
6136     1.58069598e-09    1.29925457e+00    1.16803972e+00   -5.72545658e-03
6137     1.58074798e-09    1.30485746e+00    1.15940185e+00   -5.69742180e-03
6138     1.58079997e-09    1.31092825e+00    1.15010952e+00   -5.67072033e-03
6139     1.58085197e-09    1.31729999e+00    1.14041064e+00   -5.64541441e-03
6140     1.58095597e-09    1.33071602e+00    1.12022083e+00   -5.59910769e-03
6141     1.58105996e-09    1.34502178e+00    1.09910846e+00   -5.55858908e-03
6142     1.58116396e-09    1.36031706e+00    1.07703483e+00   -5.52386053e-03
6143     1.58137195e-09    1.39429812e+00    1.02961799e+00   -5.47163437e-03
6144     1.58157994e-09    1.43294220e+00    9.77733773e-01   -5.44214733e-03
6145     1.58178793e-09    1.47558426e+00    9.22058059e-01   -5.43505664e-03
6146     1.58182442e-09    1.48334364e+00    9.12042074e-01   -5.43643674e-03
6147     1.58186091e-09    1.49107419e+00    9.02059002e-01   -5.43815369e-03
6148     1.58193389e-09    1.50628879e+00    8.82340798e-01   -5.44360830e-03
6149     1.58207984e-09    1.53531408e+00    8.44254929e-01   -5.46263142e-03
6150     1.58222580e-09    1.56213664e+00    8.08349999e-01   -5.49250736e-03
6151     1.58237176e-09    1.58655357e+00    7.74928005e-01   -5.53320293e-03
6152     1.58266367e-09    1.62790333e+00    7.16112857e-01   -5.64626249e-03
6153     1.58295559e-09    1.65886793e+00    6.68703840e-01   -5.79989071e-03
6154     1.58324750e-09    1.67917269e+00    6.33234431e-01   -5.99133503e-03
6155     1.58353941e-09    1.68959380e+00    6.09100605e-01   -6.21732735e-03
6156     1.58383133e-09    1.69182250e+00    5.94812118e-01   -6.47415308e-03
6157     1.58412324e-09    1.68780815e+00    5.88717147e-01   -6.75750125e-03
6158     1.58441516e-09    1.67935946e+00    5.89298811e-01   -7.06235578e-03
6159     1.58470707e-09    1.66797512e+00    5.95221116e-01   -7.38315678e-03
6160     1.58529090e-09    1.64108135e+00    6.18584291e-01   -8.04627582e-03
6161     1.58645855e-09    1.58661476e+00    6.93727380e-01   -9.29046255e-03
6162     1.58762621e-09    1.54053008e+00    7.90821096e-01   -1.01915998e-02
6163     1.58879387e-09    1.49902317e+00    9.00056420e-01   -1.05245217e-02
6164     1.58996152e-09    1.45098890e+00    1.01531020e+00   -1.02116535e-02
6165     1.59112918e-09    1.39103084e+00    1.12535970e+00   -9.33739654e-03
6166     1.59229684e-09    1.31830454e+00    1.21871015e+00   -8.12473172e-03
6167     1.59346449e-09    1.22746681e+00    1.29547981e+00   -6.88069290e-03
6168     1.59353017e-09    1.22149999e+00    1.29956835e+00   -6.81551381e-03
6169     1.59366153e-09    1.20874187e+00    1.30835462e+00   -6.68729394e-03
6170     1.59367820e-09    1.20695751e+00    1.30960299e+00   -6.67136724e-03
6171     1.59369487e-09    1.20512878e+00    1.31089673e+00   -6.65547709e-03
6172     1.59372821e-09    1.20113579e+00    1.31381716e+00   -6.62391645e-03
6173     1.59376155e-09    1.19665155e+00    1.31718225e+00   -6.59265528e-03
6174     1.59379489e-09    1.19172437e+00    1.32089457e+00   -6.56171303e-03
6175     1.59382823e-09    1.18644872e+00    1.32485712e+00   -6.53111620e-03
6176     1.59389491e-09    1.17519290e+00    1.33327309e+00   -6.47105744e-03
6177     1.59402827e-09    1.15095264e+00    1.35136558e+00   -6.35585215e-03
6178     1.59416163e-09    1.12502845e+00    1.37085723e+00   -6.24752271e-03
6179     1.59429499e-09    1.09743327e+00    1.39188831e+00   -6.14629665e-03
6180     1.59442835e-09    1.06795607e+00    1.41466821e+00   -6.05231868e-03
6181     1.59456171e-09    1.03652024e+00    1.43928035e+00   -5.96573068e-03
6182     1.59469507e-09    1.00316560e+00    1.46569551e+00   -5.88666502e-03
6183     1.59482843e-09    9.68077818e-01    1.49372262e+00   -5.81525123e-03
6184     1.59496179e-09    9.32181900e-01    1.52243763e+00   -5.75162124e-03
6185     1.59509515e-09    8.96907613e-01    1.55034269e+00   -5.69594372e-03
6186     1.59522851e-09    8.63114718e-01    1.57649931e+00   -5.64846753e-03
6187     1.59536187e-09    8.31149071e-01    1.60061535e+00   -5.60945524e-03
6188     1.59562859e-09    7.73363275e-01    1.64236403e+00   -5.55754150e-03
6189     1.59589531e-09    7.24320041e-01    1.67519422e+00   -5.54088077e-03
6190     1.59616203e-09    6.84683106e-01    1.69870860e+00   -5.55956645e-03
6191     1.59642875e-09    6.54568751e-01    1.71297038e+00   -5.61320450e-03
6192     1.59669546e-09    6.33221740e-01    1.71890173e+00   -5.70102220e-03
6193     1.59696218e-09    6.19433687e-01    1.71792145e+00   -5.82183435e-03
6194     1.59722890e-09    6.11977030e-01    1.71155404e+00   -5.97390118e-03
6195     1.59749562e-09    6.09732259e-01    1.70120044e+00   -6.15485067e-03
6196     1.59802906e-09    6.16802338e-01    1.67339097e+00   -6.58963341e-03
6197     1.59909594e-09    6.60403668e-01    1.60866534e+00   -7.64224554e-03
6198     1.60016281e-09    7.28209301e-01    1.54815345e+00   -8.75533104e-03
6199     1.60122969e-09    8.11536788e-01    1.49813312e+00   -9.69089140e-03
6200     1.60229657e-09    9.08527393e-01    1.45300164e+00   -1.02540669e-02
6201     1.60336344e-09    1.01452305e+00    1.40639945e+00   -1.03307966e-02
6202     1.60443032e-09    1.11957945e+00    1.35595171e+00   -9.90905830e-03
6203     1.60549720e-09    1.21427509e+00    1.29960718e+00   -9.08085859e-03
6204     1.60656407e-09    1.29775932e+00    1.23005375e+00   -8.02405914e-03
6205     1.60680412e-09    1.31877475e+00    1.20750565e+00   -7.77558983e-03
6206     1.60681833e-09    1.32009145e+00    1.20610472e+00   -7.76088598e-03
6207     1.60683255e-09    1.32145573e+00    1.20466042e+00   -7.74618678e-03
6208     1.60686098e-09    1.32446592e+00    1.20149060e+00   -7.71681632e-03
6209     1.60688941e-09    1.32780674e+00    1.19794538e+00   -7.68748826e-03
6210     1.60691784e-09    1.33139922e+00    1.19407069e+00   -7.65821691e-03
6211     1.60697470e-09    1.33908985e+00    1.18560266e+00   -7.59992113e-03
6212     1.60703156e-09    1.34723616e+00    1.17646099e+00   -7.54203845e-03
6213     1.60708842e-09    1.35566722e+00    1.16689742e+00   -7.48465163e-03
6214     1.60720214e-09    1.37323705e+00    1.14685171e+00   -7.37155974e-03
6215     1.60731586e-09    1.39181034e+00    1.12561524e+00   -7.26086297e-03
6216     1.60742958e-09    1.41152988e+00    1.10307728e+00   -7.15272098e-03
6217     1.60765701e-09    1.45480350e+00    1.05368597e+00   -6.94476659e-03
6218     1.60788445e-09    1.50305349e+00    9.98649935e-01   -6.74884013e-03
6219     1.60811189e-09    1.55355458e+00    9.40583473e-01   -6.56629100e-03
6220     1.60831029e-09    1.59539722e+00    8.91335570e-01   -6.41922082e-03
6221     1.60850870e-09    1.63266032e+00    8.45823850e-01   -6.28487917e-03
6222     1.60870710e-09    1.66495624e+00    8.04614788e-01   -6.16449214e-03
6223     1.60890550e-09    1.69214502e+00    7.68016037e-01   -6.05900404e-03
6224     1.60910390e-09    1.71402439e+00    7.36299989e-01   -5.96916583e-03
6225     1.60930230e-09    1.73045479e+00    7.09683166e-01   -5.89560885e-03
6226     1.60950071e-09    1.74155402e+00    6.88103208e-01   -5.83885681e-03
6227     1.60969911e-09    1.74772902e+00    6.71215617e-01   -5.79933753e-03
6228     1.60989751e-09    1.74954236e+00    6.58522230e-01   -5.77737571e-03
6229     1.61009591e-09    1.74762562e+00    6.49501686e-01   -5.77315406e-03
6230     1.61049272e-09    1.73529465e+00    6.40345049e-01   -5.81744159e-03
6231     1.61088952e-09    1.71473666e+00    6.40543174e-01   -5.92978339e-03
6232     1.61128632e-09    1.68930477e+00    6.47355731e-01   -6.10551492e-03
6233     1.61207993e-09    1.63317408e+00    6.73446601e-01   -6.61524138e-03
6234     1.61287354e-09    1.57722347e+00    7.11012971e-01   -7.28246664e-03
6235     1.61366715e-09    1.52630454e+00    7.57017321e-01   -8.02547111e-03
6236     1.61446075e-09    1.48083291e+00    8.11394043e-01   -8.75549646e-03
6237     1.61525436e-09    1.43876410e+00    8.74966391e-01   -9.38661801e-03
6238     1.61604797e-09    1.39832699e+00    9.46902194e-01   -9.84535031e-03
6239     1.61684158e-09    1.35923450e+00    1.02382091e+00   -1.00786040e-02
6240     1.61842879e-09    1.28286041e+00    1.17472096e+00   -9.81426257e-03
6241     1.61914792e-09    1.24578133e+00    1.23484104e+00   -9.33903681e-03
6242     1.61945618e-09    1.22841672e+00    1.26037368e+00   -9.11468552e-03
6243     1.61976445e-09    1.20913538e+00    1.28690332e+00   -8.88117690e-03
6244     1.61988087e-09    1.19930320e+00    1.29879149e+00   -8.78756750e-03
6245     1.61992037e-09    1.19538873e+00    1.30338894e+00   -8.75558617e-03
6246     1.61995351e-09    1.19168912e+00    1.30761499e+00   -8.72860731e-03
6247     1.61998666e-09    1.18778878e+00    1.31201125e+00   -8.70156109e-03
6248     1.62005295e-09    1.17900545e+00    1.32157060e+00   -8.64712307e-03
6249     1.62011924e-09    1.16931294e+00    1.33178073e+00   -8.59233360e-03
6250     1.62018553e-09    1.15907648e+00    1.34238263e+00   -8.53730422e-03
6251     1.62031811e-09    1.13739177e+00    1.36459228e+00   -8.42676167e-03
6252     1.62045068e-09    1.11408083e+00    1.38823755e+00   -8.31575223e-03
6253     1.62058326e-09    1.08898417e+00    1.41349154e+00   -8.20447565e-03
6254     1.62071584e-09    1.06197405e+00    1.44046541e+00   -8.09313327e-03
6255     1.62084842e-09    1.03303512e+00    1.46916380e+00   -7.98194127e-03
6256     1.62098100e-09    1.00225031e+00    1.49947963e+00   -7.87113481e-03
6257     1.62111358e-09    9.70124139e-01    1.53088042e+00   -7.76097731e-03
6258     1.62124616e-09    9.37964092e-01    1.56201605e+00   -7.65177059e-03
6259     1.62137874e-09    9.06924284e-01    1.59161350e+00   -7.54390421e-03
6260     1.62151132e-09    8.77452067e-01    1.61919876e+00   -7.43784683e-03
6261     1.62177648e-09    8.24039040e-01    1.66776485e+00   -7.23304992e-03
6262     1.62204164e-09    7.78510288e-01    1.70719426e+00   -7.04014852e-03
6263     1.62230680e-09    7.41463665e-01    1.73704651e+00   -6.86169362e-03
6264     1.62257196e-09    7.13139190e-01    1.75714292e+00   -6.69999854e-03
6265     1.62283711e-09    6.92959968e-01    1.76812064e+00   -6.55724445e-03
6266     1.62310227e-09    6.79790891e-01    1.77122097e+00   -6.43543168e-03
6267     1.62336743e-09    6.72400376e-01    1.76788879e+00   -6.33621331e-03
6268     1.62363259e-09    6.69650240e-01    1.75950730e+00   -6.26074441e-03
6269     1.62416291e-09    6.73885971e-01    1.73256584e+00   -6.18334985e-03
6270     1.62522354e-09    7.04376172e-01    1.65881399e+00   -6.31531213e-03
6271     1.62628418e-09    7.50317884e-01    1.57816879e+00   -6.78617854e-03
6272     1.62734482e-09    8.06521668e-01    1.50221117e+00   -7.49376374e-03
6273     1.62840545e-09    8.76358669e-01    1.43127314e+00   -8.29200223e-03
6274     1.62946609e-09    9.60929687e-01    1.36438709e+00   -9.01815253e-03
6275     1.63052672e-09    1.05492253e+00    1.30335674e+00   -9.52414505e-03
6276     1.63158736e-09    1.15113516e+00    1.24854406e+00   -9.70689389e-03
6277     1.63264799e-09    1.24741213e+00    1.19336797e+00   -9.53102258e-03
6278     1.63288996e-09    1.27165071e+00    1.17729584e+00   -9.43394710e-03
6279     1.63295233e-09    1.27858103e+00    1.17243503e+00   -9.40786454e-03
6280     1.63298284e-09    1.28233408e+00    1.16969546e+00   -9.39485490e-03
6281     1.63300976e-09    1.28591965e+00    1.16698209e+00   -9.38318085e-03
6282     1.63303668e-09    1.28963507e+00    1.16412257e+00   -9.37141237e-03
6283     1.63309052e-09    1.29768107e+00    1.15765434e+00   -9.34733836e-03
6284     1.63314437e-09    1.30628558e+00    1.15044494e+00   -9.32260832e-03
6285     1.63319821e-09    1.31522829e+00    1.14277518e+00   -9.29728950e-03
6286     1.63330590e-09    1.33383566e+00    1.12657262e+00   -9.24502869e-03
6287     1.63341359e-09    1.35337191e+00    1.10937587e+00   -9.19067400e-03
6288     1.63352128e-09    1.37392888e+00    1.09114196e+00   -9.13426149e-03
6289     1.63373666e-09    1.41851107e+00    1.05110317e+00   -9.01537546e-03
6290     1.63395204e-09    1.46780025e+00    1.00613498e+00   -8.88866488e-03
6291     1.63416741e-09    1.52078825e+00    9.57083634e-01   -8.75466530e-03
6292     1.63420545e-09    1.53033226e+00    9.48181364e-01   -8.73018423e-03
6293     1.63424349e-09    1.53982744e+00    9.39318353e-01   -8.70560461e-03
6294     1.63431958e-09    1.55845985e+00    9.21868197e-01   -8.65587960e-03
6295     1.63447174e-09    1.59392254e+00    8.88382575e-01   -8.55445940e-03
6296     1.63462390e-09    1.62668028e+00    8.57121925e-01   -8.45087266e-03
6297     1.63477606e-09    1.65653743e+00    8.28343785e-01   -8.34567943e-03
6298     1.63508038e-09    1.70717433e+00    7.78728426e-01   -8.13267310e-03
6299     1.63538471e-09    1.74512832e+00    7.40336041e-01   -7.91893947e-03
6300     1.63568903e-09    1.77015784e+00    7.13368449e-01   -7.70816983e-03
6301     1.63599335e-09    1.78334761e+00    6.96683647e-01   -7.50417649e-03
6302     1.63629768e-09    1.78667274e+00    6.88406953e-01   -7.31071797e-03
6303     1.63660200e-09    1.78225309e+00    6.86659835e-01   -7.13112653e-03
6304     1.63690632e-09    1.77197510e+00    6.89766206e-01   -6.96817108e-03
6305     1.63721065e-09    1.75736711e+00    6.96319481e-01   -6.82420634e-03
6306     1.63781929e-09    1.71996975e+00    7.15451865e-01   -6.60193008e-03
6307     1.63903659e-09    1.63040761e+00    7.64109994e-01   -6.45256613e-03
6308     1.64025388e-09    1.53575404e+00    8.19662967e-01   -6.70233767e-03
6309     1.64147117e-09    1.44184423e+00    8.86107442e-01   -7.28420039e-03
6310     1.64268847e-09    1.35076382e+00    9.68633257e-01   -8.04576319e-03
6311     1.64390576e-09    1.26871297e+00    1.06358929e+00   -8.78562137e-03
6312     1.64512305e-09    1.19852828e+00    1.16467565e+00   -9.30693123e-03
6313     1.64553778e-09    1.17650865e+00    1.20047055e+00   -9.38518828e-03
6314     1.64595251e-09    1.15214100e+00    1.23877185e+00   -9.43976227e-03
6315     1.64598593e-09    1.14988333e+00    1.24216770e+00   -9.44193965e-03
6316     1.64605276e-09    1.14483564e+00    1.24951777e+00   -9.44566375e-03
6317     1.64611960e-09    1.13833254e+00    1.25830547e+00   -9.44813138e-03
6318     1.64618644e-09    1.13027303e+00    1.26844507e+00   -9.44940343e-03
6319     1.64624421e-09    1.12250507e+00    1.27781879e+00   -9.44963029e-03
6320     1.64630199e-09    1.11431861e+00    1.28754763e+00   -9.44911169e-03
6321     1.64641755e-09    1.09707293e+00    1.30788205e+00   -9.44588124e-03
6322     1.64653310e-09    1.07873079e+00    1.32940623e+00   -9.43968105e-03
6323     1.64664866e-09    1.05920104e+00    1.35223576e+00   -9.43041116e-03
6324     1.64687977e-09    1.01616203e+00    1.40214066e+00   -9.40224274e-03
6325     1.64711088e-09    9.67832227e-01    1.45758422e+00   -9.36083319e-03
6326     1.64734199e-09    9.16307759e-01    1.51622713e+00   -9.30594329e-03
6327     1.64754999e-09    8.71279473e-01    1.56738499e+00   -9.24524904e-03
6328     1.64773718e-09    8.34325555e-01    1.60940424e+00   -9.18203537e-03
6329     1.64792438e-09    8.01269406e-01    1.64714079e+00   -9.11134468e-03
6330     1.64811158e-09    7.72343175e-01    1.68044646e+00   -9.03370319e-03
6331     1.64829878e-09    7.47721545e-01    1.70911042e+00   -8.94960045e-03
6332     1.64848598e-09    7.27586246e-01    1.73293260e+00   -8.85956778e-03
6333     1.64867318e-09    7.11928081e-01    1.75187252e+00   -8.76418870e-03
6334     1.64886038e-09    7.00490423e-01    1.76614705e+00   -8.66411535e-03
6335     1.64904758e-09    6.92849480e-01    1.77613636e+00   -8.56006384e-03
6336     1.64942198e-09    6.86857877e-01    1.78537929e+00   -8.34336854e-03
6337     1.64979637e-09    6.90617372e-01    1.78311957e+00   -8.11938306e-03
6338     1.65017077e-09    7.00969594e-01    1.77262455e+00   -7.89331541e-03
6339     1.65054517e-09    7.15406738e-01    1.75635506e+00   -7.67027845e-03
6340     1.65129397e-09    7.49586159e-01    1.71340780e+00   -7.25673477e-03
6341     1.65204276e-09    7.85808191e-01    1.66209899e+00   -6.91639705e-03
6342     1.65279156e-09    8.21169538e-01    1.60662745e+00   -6.68407316e-03
6343     1.65354036e-09    8.56181472e-01    1.54844624e+00   -6.58456696e-03
6344     1.65428915e-09    8.93173318e-01    1.48758373e+00   -6.62941876e-03
6345     1.65503795e-09    9.34231360e-01    1.42446690e+00   -6.81522064e-03
6346     1.65578675e-09    9.79681749e-01    1.36120182e+00   -7.12338778e-03
6347     1.65653554e-09    1.02871893e+00    1.30057134e+00   -7.52180329e-03
6348     1.65728434e-09    1.08054366e+00    1.24461116e+00   -7.96848778e-03
6349     1.65803314e-09    1.13484463e+00    1.19404349e+00   -8.41640642e-03
6350     1.65878193e-09    1.19342877e+00    1.14663002e+00   -8.81858717e-03
6351     1.65900482e-09    1.21356397e+00    1.13134173e+00   -8.91923910e-03
6352     1.65910926e-09    1.22413421e+00    1.12312340e+00   -8.96438974e-03
6353     1.65914628e-09    1.22832753e+00    1.11979350e+00   -8.98013300e-03
6354     1.65917907e-09    1.23246336e+00    1.11642256e+00   -8.99387400e-03
6355     1.65921187e-09    1.23680260e+00    1.11283883e+00   -9.00751344e-03
6356     1.65924467e-09    1.24149311e+00    1.10886563e+00   -9.02095491e-03
6357     1.65927747e-09    1.24643833e+00    1.10458256e+00   -9.03421096e-03
6358     1.65934306e-09    1.25683853e+00    1.09540322e+00   -9.06021685e-03
6359     1.65947425e-09    1.27902476e+00    1.07560119e+00   -9.11029034e-03
6360     1.65960544e-09    1.30279394e+00    1.05443509e+00   -9.15768237e-03
6361     1.65973663e-09    1.32826709e+00    1.03190105e+00   -9.20209459e-03
